iso,country,date,grocery_pharmacy,parks,residential,retail_recreation,transit_stations,workplaces,total_cases,fatalities,population,gdp_ppp,health_system_index,human_development_index,response_stringency_index,age_above_65_percentage
AR,Argentina,4/26/2020,-52,-95,25,-88,-72,-47,3879,192,44780677,19971,0.722,0.83,1,11.2
AR,Argentina,4/27/2020,-40,-93,24,-84,-64,-47,3990,197,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,4/28/2020,-41,-92,20,-84,-68,-49,4114,207,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,4/29/2020,-27,-90,21,-80,-57,-44,4272,214,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,4/30/2020,-20,-90,22,-75,-56,-44,4415,218,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/1/2020,-71,-94,33,-90,-78,-73,4519,225,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/2/2020,-26,-93,24,-79,-60,-39,4668,237,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/3/2020,-48,-95,24,-86,-71,-42,4770,246,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/4/2020,-32,-91,21,-77,-61,-42,4874,260,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/5/2020,-28,-90,21,-76,-58,-43,5007,264,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/6/2020,-25,-89,20,-75,-55,-40,5195,273,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/7/2020,-23,-89,21,-73,-55,-40,5358,282,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/8/2020,-18,-89,23,-72,-53,-38,5598,293,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/9/2020,-20,-91,21,-75,-53,-31,5763,300,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/10/2020,-41,-93,21,-82,-65,-35,6021,305,44780677,19971,0.722,0.83,0.8519,11.2
AR,Argentina,5/11/2020,-24,-88,19,-71,-53,-36,6265,314,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/12/2020,-21,-88,19,-70,-51,-36,6550,319,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/13/2020,-22,-87,19,-70,-52,-35,6866,329,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/14/2020,-23,-88,18,-70,-53,-35,7121,353,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/15/2020,-18,-88,22,-70,-52,-34,7466,356,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/16/2020,-19,-89,20,-72,-51,-27,7792,363,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/17/2020,-40,-91,20,-80,-63,-30,8055,373,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/18/2020,-24,-88,18,-69,-53,-32,8358,382,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/19/2020,-22,-87,18,-68,-52,-33,8796,393,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/20/2020,-24,-86,18,-69,-54,-33,9270,403,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/21/2020,-27,-88,21,-71,-57,-35,9918,416,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/22/2020,-22,-88,22,-70,-55,-33,10636,433,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/23/2020,-16,-89,20,-70,-51,-24,11340,445,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/24/2020,-35,-90,20,-79,-62,-29,12063,452,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/25/2020,-53,-90,25,-83,-73,-65,12615,467,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/26/2020,-22,-86,17,-67,-53,-30,13215,490,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/27/2020,-22,-84,18,-68,-54,-30,13920,500,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/28/2020,-23,-86,19,-68,-53,-30,14689,508,44780677,19971,0.722,0.83,0.9074,11.2
AR,Argentina,5/29/2020,-18,-86,21,-67,-52,-29,15406,520,44780677,19971,0.722,0.83,0.9074,11.2
MX,Mexico,2/23/2020,1.405,8.319,-0.582,2.055,7.04,1.527,0,0,127575529,21363,0.755,0.767,0,6.9
MX,Mexico,2/24/2020,-0.142,6.1,-1.429,-1.713,3.505,8.353,0,0,127575529,21363,0.755,0.767,0,6.9
MX,Mexico,2/25/2020,-1.956,7.144,-1.215,-1.502,1.844,5.918,0,0,127575529,21363,0.755,0.767,0,6.9
MX,Mexico,2/26/2020,-1.321,2.595,-0.745,-3.001,1.226,6.391,0,0,127575529,21363,0.755,0.767,0,6.9
MX,Mexico,2/27/2020,1.297,-0.398,-0.972,0.74,2.352,6.952,0,0,127575529,21363,0.755,0.767,0,6.9
MX,Mexico,2/28/2020,5.838,2.6,-2.075,3.421,5.715,11.853,3,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,2/29/2020,8.366,5.376,-1.081,5.507,4.762,5.573,4,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/1/2020,8.665,6.511,-1.01,6.175,6.992,3.214,5,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/2/2020,5.953,1.786,-1.666,1.276,4.491,10.405,5,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/3/2020,2.552,1.902,-1.542,0.977,2.333,8.757,5,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/4/2020,4.3,2.236,-1.278,1.019,2.546,8.522,5,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/5/2020,3.209,2.536,-1.388,1.947,2.899,8.435,5,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/6/2020,0.392,-0.093,-1.465,-1.309,3.333,12.047,6,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/7/2020,1.911,3.771,-0.358,0.673,1.619,5.705,7,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/8/2020,3.131,9.776,-0.377,3.375,3.529,3.47,7,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/9/2020,-5.838,-7.935,6.53,-10.795,-17.207,-15.563,7,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/10/2020,0.175,1.851,-1.517,-1.526,3.142,8.682,7,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/11/2020,1.951,2.133,-1.271,-0.556,1.824,8.334,11,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/12/2020,3.761,3.243,-1.723,1.373,2.837,7.752,15,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/13/2020,6.333,2.505,-0.912,2.298,4.946,5.193,26,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/14/2020,10.085,6.115,-1.449,2.323,3.697,3.3,41,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/15/2020,7.05,6.429,-1.264,0.33,-3.852,1.036,53,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/16/2020,5.396,-7.024,12.808,-10.816,-30.437,-54.458,82,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/17/2020,5.026,-8.102,1.905,-6.928,-8.608,-2.953,93,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/18/2020,2.566,-13.993,5.721,-12.69,-16.938,-9.927,118,0,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/19/2020,0.553,-16.395,6.941,-16.568,-21.675,-13.853,164,1,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/20/2020,-3.319,-22.357,9.424,-23.264,-26.044,-14.39,203,2,127575529,21363,0.755,0.767,0.0278,6.9
MX,Mexico,3/21/2020,-6.654,-31.571,8.924,-30.624,-28.677,-7.372,251,2,127575529,21363,0.755,0.767,0.0833,6.9
MX,Mexico,3/22/2020,-13.326,-37.188,8.006,-36.918,-33.066,-10.372,316,2,127575529,21363,0.755,0.767,0.0833,6.9
MX,Mexico,3/23/2020,-13.575,-30.163,12.387,-31.052,-36.765,-28.905,367,4,127575529,21363,0.755,0.767,0.1944,6.9
MX,Mexico,3/24/2020,-15.742,-32.939,14.246,-34.604,-40.993,-34.084,405,5,127575529,21363,0.755,0.767,0.5278,6.9
MX,Mexico,3/25/2020,-16.476,-35.518,15.653,-36.706,-43.67,-36.207,475,6,127575529,21363,0.755,0.767,0.5278,6.9
MX,Mexico,3/26/2020,-17.031,-35.962,16.185,-37.148,-45.799,-37.082,585,8,127575529,21363,0.755,0.767,0.6389,6.9
MX,Mexico,3/27/2020,-16.569,-37.045,17.418,-39.023,-46.954,-33.905,717,12,127575529,21363,0.755,0.767,0.6389,6.9
MX,Mexico,3/28/2020,-13.891,-39.099,12.492,-39.697,-42.704,-17.548,848,16,127575529,21363,0.755,0.767,0.6389,6.9
MX,Mexico,3/29/2020,-19.352,-46.315,11.08,-45.464,-46.526,-19.522,993,20,127575529,21363,0.755,0.767,0.6389,6.9
MX,Mexico,3/30/2020,-15.394,-35.702,15.347,-34.976,-46.756,-37.902,1094,28,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,3/31/2020,-15.281,-36.639,16.179,-35.21,-48.151,-41.05,1215,29,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/1/2020,-12.582,-38.643,17.695,-37.475,-50.423,-43.687,1378,37,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/2/2020,-11.986,-40.969,19.112,-46.505,-52.045,-45.775,1510,50,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/3/2020,-10.946,-42.662,20.956,-55.71,-52.124,-42.78,1688,60,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/4/2020,-10.831,-46.059,15.531,-56.99,-48.188,-27.058,1890,79,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/5/2020,-18.704,-51.655,12.778,-62.075,-51.444,-27.099,2143,94,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/6/2020,-15,-41,19,-54,-54,-49,2439,125,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/7/2020,-18,-42,20,-53,-56,-52,2785,141,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/8/2020,-13,-42,20,-52,-55,-53,3181,174,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/9/2020,-16,-46,23,-58,-62,-64,3441,194,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/10/2020,-30,-57,30,-71,-72,-72,3844,233,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/11/2020,-26,-54,20,-66,-63,-49,4219,273,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/12/2020,-29,-58,13,-65,-57,-31,4661,296,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/13/2020,-20,-45,20,-54,-56,-49,5014,332,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/14/2020,-19,-44,21,-54,-57,-50,5399,406,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/15/2020,-13,-44,21,-51,-56,-50,5847,449,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/16/2020,-15,-45,22,-51,-57,-51,6297,486,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/17/2020,-18,-47,24,-55,-58,-47,6875,546,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/18/2020,-23,-51,17,-59,-55,-29,7497,650,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/19/2020,-28,-56,13,-62,-56,-26,8261,686,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/20/2020,-25,-47,20,-55,-57,-47,8772,712,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/21/2020,-28,-50,21,-58,-60,-50,9501,857,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/22/2020,-27,-51,22,-58,-60,-50,10544,970,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/23/2020,-28,-52,23,-59,-61,-51,11633,1069,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/24/2020,-28,-53,24,-61,-62,-47,12872,1221,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/25/2020,-27,-55,18,-62,-58,-31,13842,1305,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/26/2020,-31,-60,14,-65,-59,-28,14677,1351,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/27/2020,-28,-51,22,-58,-60,-48,15529,1434,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/28/2020,-28,-50,17,-58,-61,-50,16752,1569,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/29/2020,-21,-49,22,-55,-60,-50,17799,1732,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,4/30/2020,-10,-45,20,-47,-57,-49,19224,1859,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/1/2020,-22,-54,28,-61,-67,-63,20739,1972,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/2/2020,-21,-52,18,-59,-57,-33,22088,2061,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/3/2020,-28,-58,13,-63,-58,-25,23471,2154,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/4/2020,-22,-47,21,-54,-59,-47,24905,2271,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/5/2020,-25,-50,22,-56,-61,-51,26025,2507,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/6/2020,-23,-49,22,-56,-61,-49,27634,2704,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/7/2020,-22,-50,23,-56,-62,-50,29616,2961,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/8/2020,-22,-51,24,-57,-61,-46,31522,3160,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/9/2020,-17,-51,17,-56,-56,-28,33460,3353,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/10/2020,-24,-56,11,-59,-57,-14,35022,3465,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/11/2020,-26,-50,21,-57,-60,-47,36327,3573,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/12/2020,-25,-48,21,-55,-60,-48,38324,3926,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/13/2020,-23,-48,22,-55,-61,-48,40186,4220,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/14/2020,-20,-48,22,-53,-60,-48,42595,4477,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/15/2020,-16,-46,23,-53,-58,-44,45032,4767,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/16/2020,-16,-49,16,-55,-53,-26,47144,5045,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/17/2020,-24,-55,13,-60,-56,-20,49219,5177,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/18/2020,-19,-46,20,-52,-57,-44,51633,5332,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/19/2020,-21,-45,21,-53,-58,-46,54346,5666,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/20/2020,-19,-45,21,-53,-58,-46,56594,6090,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/21/2020,-20,-46,22,-54,-58,-47,59567,6510,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/22/2020,-20,-47,22,-56,-58,-42,62527,6989,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/23/2020,-18,-49,16,-56,-53,-22,65856,7179,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/24/2020,-24,-53,13,-60,-55,-18,68620,7394,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/25/2020,-19,-44,20,-53,-56,-43,71105,7633,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/26/2020,-22,-45,20,-54,-58,-44,74560,8134,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/27/2020,-22,-46,21,-54,-59,-44,78023,8597,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/28/2020,-19,-46,21,-53,-58,-44,81400,9044,127575529,21363,0.755,0.767,0.8241,6.9
MX,Mexico,5/29/2020,-14,-45,22,-52,-56,-40,84627,9415,127575529,21363,0.755,0.767,0.8241,6.9
TR,Turkey,2/23/2020,5.201,21.106,0.022,6.791,3.232,6.668,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,2/24/2020,3.131,7.411,-1.344,2.721,3.406,8.662,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,2/25/2020,5.872,12.282,-2.008,3.053,4.493,9.029,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,2/26/2020,5.632,15.175,-1.99,1.412,2.832,10.354,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,2/27/2020,4.197,6.873,-1.257,-2.151,3.076,11.426,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,2/28/2020,2.832,5.81,-0.654,-2.962,-0.246,7.865,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,2/29/2020,-2.232,-16.244,2.18,-5.694,-9.726,7.36,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/1/2020,10.017,35.042,-0.184,8.818,3.416,6.793,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/2/2020,6.708,17.837,-1.955,6.117,6.605,9.661,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/3/2020,8.556,22.901,-3.001,6.639,5.929,9.792,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/4/2020,7.164,15.67,-2.126,2.295,3.79,10.674,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/5/2020,7.54,9.901,-1.735,2.944,3.797,12.083,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/6/2020,10.421,17.042,-1.607,5.749,4.232,9.485,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/7/2020,12.47,34.12,-2.039,12.927,8.669,10.083,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/8/2020,15.173,68.226,-3.188,18.209,12.218,8.283,0,0,83429615,29327,0.734,0.806,0.1944,8.2
TR,Turkey,3/9/2020,8.009,23.742,-2.626,8.282,7.521,9.922,0,0,83429615,29327,0.734,0.806,0.2315,8.2
TR,Turkey,3/10/2020,6.522,4.268,-2.058,2.036,0.535,9.556,0,0,83429615,29327,0.734,0.806,0.2315,8.2
TR,Turkey,3/11/2020,21.222,15.283,-2.017,3.137,2.748,10.637,1,0,83429615,29327,0.734,0.806,0.2315,8.2
TR,Turkey,3/12/2020,19.49,25.425,-2.291,6.014,5.927,11.809,1,0,83429615,29327,0.734,0.806,0.2315,8.2
TR,Turkey,3/13/2020,13.859,11.199,-0.237,-2.094,1.885,6.442,5,0,83429615,29327,0.734,0.806,0.2315,8.2
TR,Turkey,3/14/2020,10.254,9.54,1.396,-6.648,-3.631,3.739,6,0,83429615,29327,0.734,0.806,0.2315,8.2
TR,Turkey,3/15/2020,4.778,3.215,1.879,-15.344,-15.535,0.56,18,1,83429615,29327,0.734,0.806,0.2315,8.2
TR,Turkey,3/16/2020,13.041,-12.668,4.723,-12.249,-13.98,-11.734,47,1,83429615,29327,0.734,0.806,0.5278,8.2
TR,Turkey,3/17/2020,14.057,-18.638,7.589,-26.129,-22.232,-19.451,98,2,83429615,29327,0.734,0.806,0.5278,8.2
TR,Turkey,3/18/2020,0.724,-29.197,10.849,-36.701,-32.696,-22.702,191,3,83429615,29327,0.734,0.806,0.5833,8.2
TR,Turkey,3/19/2020,-3.026,-28.087,12.801,-40.634,-37.851,-25.128,359,4,83429615,29327,0.734,0.806,0.5833,8.2
TR,Turkey,3/20/2020,-6.234,-27.213,15.75,-45.058,-41.412,-29.623,670,9,83429615,29327,0.734,0.806,0.5833,8.2
TR,Turkey,3/21/2020,-10.241,-31.915,14.786,-51.731,-46.344,-25.75,947,21,83429615,29327,0.734,0.806,0.6204,8.2
TR,Turkey,3/22/2020,-19.805,-32.539,13.006,-63.726,-54.601,-35.06,1236,30,83429615,29327,0.734,0.806,0.6204,8.2
TR,Turkey,3/23/2020,-12.59,-31.928,16.287,-51.266,-48.5,-37.497,1529,37,83429615,29327,0.734,0.806,0.6204,8.2
TR,Turkey,3/24/2020,-21.441,-38.995,18.021,-57.206,-53.888,-42.495,1872,44,83429615,29327,0.734,0.806,0.6481,8.2
TR,Turkey,3/25/2020,-21.534,-37.607,19.178,-58.13,-55.028,-43.199,2433,59,83429615,29327,0.734,0.806,0.6481,8.2
TR,Turkey,3/26/2020,-19.574,-31.561,18.899,-56.599,-54.741,-42.841,3629,75,83429615,29327,0.734,0.806,0.6481,8.2
TR,Turkey,3/27/2020,-21.18,-39.562,21.901,-59.248,-57.42,-44.761,5698,92,83429615,29327,0.734,0.806,0.6759,8.2
TR,Turkey,3/28/2020,-27.406,-56.548,20.416,-66.415,-62.672,-40.091,7402,108,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,3/29/2020,-39.337,-58.392,17.425,-74.52,-71.307,-44.94,9217,131,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,3/30/2020,-24.231,-39.196,20.54,-57.279,-58.041,-46.956,10827,168,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,3/31/2020,-27.144,-45.488,20.732,-60.543,-61.21,-48.788,13531,214,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/1/2020,-24.764,-46.565,22.06,-61.38,-62.005,-49.365,15679,277,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/2/2020,-26.644,-46.272,22.697,-61.981,-64.11,-49.667,18135,356,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/3/2020,-22.107,-46.701,24.958,-62.319,-63.778,-50.474,20921,425,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/4/2020,-30.248,-59.895,23.029,-69.521,-69.644,-46.357,23934,501,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/5/2020,-39.602,-61.112,18.88,-75.985,-75.61,-47.694,27069,574,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/6/2020,-26,-49,23,-61,-65,-51,30217,649,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/7/2020,-25,-49,23,-64,-65,-52,34109,725,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/8/2020,-26,-49,23,-65,-65,-51,38226,812,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/9/2020,-25,-43,23,-64,-63,-50,42282,908,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/10/2020,-15,-41,24,-61,-61,-51,47029,1006,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/11/2020,-83,-81,34,-92,-90,-78,52167,1101,83429615,29327,0.734,0.806,0.8056,8.2
TR,Turkey,4/12/2020,-85,-79,25,-93,-90,-70,56956,1198,83429615,29327,0.734,0.806,0.8056,8.2
TR,Turkey,4/13/2020,9,-32,19,-52,-55,-48,61049,1296,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/14/2020,-12,-39,20,-58,-59,-49,65111,1403,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/15/2020,-15,-46,22,-62,-63,-49,69392,1518,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/16/2020,-3,-35,21,-56,-58,-47,74193,1643,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/17/2020,15,-31,21,-53,-57,-48,78546,1769,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/18/2020,-84,-79,31,-92,-90,-76,82329,1890,83429615,29327,0.734,0.806,0.8056,8.2
TR,Turkey,4/19/2020,-84,-76,22,-92,-89,-66,86306,2017,83429615,29327,0.734,0.806,0.8056,8.2
TR,Turkey,4/20/2020,-1,-28,16,-52,-53,-44,90980,2140,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/21/2020,11,-35,17,-51,-54,-45,95591,2259,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/22/2020,23,-31,16,-49,-51,-45,98674,2376,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/23/2020,-70,-71,35,-87,-87,-80,101790,2491,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/24/2020,-65,-74,39,-87,-88,-78,104912,2600,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/25/2020,-82,-79,33,-91,-90,-74,107773,2706,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/26/2020,-82,-75,23,-91,-88,-63,110130,2805,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/27/2020,15,-21,17,-47,-49,-43,112261,2900,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/28/2020,-1,-29,17,-54,-53,-45,114653,2992,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/29/2020,-2,-30,19,-56,-53,-43,117589,3081,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,4/30/2020,18,-20,16,-49,-49,-42,120204,3174,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/1/2020,-65,-72,38,-87,-87,-80,122392,3258,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/2/2020,-81,-78,32,-91,-89,-72,124375,3336,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/3/2020,-81,-76,23,-91,-88,-61,126045,3397,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/4/2020,10,-27,16,-49,-51,-40,127659,3461,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/5/2020,-1,-27,17,-52,-51,-41,129491,3520,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/6/2020,-1,-26,17,-53,-50,-40,131744,3584,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/7/2020,0,-24,18,-52,-50,-39,133721,3641,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/8/2020,17,-23,19,-49,-50,-40,135569,3689,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/9/2020,-69,-70,28,-85,-85,-64,137115,3739,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/10/2020,-65,-55,20,-83,-82,-51,138657,3786,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/11/2020,13,-12,14,-41,-42,-36,139771,3841,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/12/2020,4,-18,15,-46,-45,-37,141475,3894,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/13/2020,9,0,15,-45,-44,-36,143114,3952,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/14/2020,7,-11,14,-46,-44,-35,144749,4007,83429615,29327,0.734,0.806,0.787,8.2
TR,Turkey,5/15/2020,33,-1,14,-39,-40,-36,146457,4055,83429615,29327,0.734,0.806,0.787,8.2
